"RECTYPE","ORDUNIQ","CUSTOMER","ORDDATE","EXPDATE","PONUMBER","REFERENCE","POSTINV"
"RECTYPE","ORDUNIQ","LINENUM","ITEM","QTYORDERED","QTYSHIPPED","PRIUNTPRC"
"2",64011,2,"286020",1,0,90.76
"2",64011,3,"286017",1,0,382.25
"3",64011,32
"6",64011,"REP","WAREHOUSE"
"6",64011,"OPT4","INVOICE"
"1",63963,"EDG1265","20101109",20101111,"63788145","EDG-1052","0"
"2",63963,1,"1025731",1,0,96.25
"2",63963,2,"153501076",1,0,213.00
"2",63963,3,"153499176",1,0,333.01
"2",63963,4,"10016282",1,0,244.75
"2",63963,5,"10016286",1,0,96.24
"2",63963,8,"07024630",1,0,79.74
"2",63963,9,"07013669",1,0,79.75
"2",63963,11,"38271476",2,0,279.00
"2",63963,12,"38271576",1,0,333.01
"2",63963,13,"57354176",1,0,279.00
"2",63963,14,"57354276",2,0,333.01
"3",63963,32
"6",63963,"REP","WAREHOUSE"
"6",63963,"OPT4","INVOICE"
"1",63964,"EDG1290","20101109",20101111,"63788146","EDG-1052","0"
"2",63964,2,"082002",1,0,90.76
"2",63964,3,"286020",1,0,90.76
"3",63964,32
"6",63964,"REP","WAREHOUSE"
"6",63964,"OPT4","INVOICE"
"1",63965,"EDG1435","20101109",20101111,"63788148","EDG-1052","0"
"2",63965,2,"286020",1,0,90.76
"3",63965,32
"6",63965,"REP","WAREHOUSE"
"6",63965,"OPT4","INVOICE"
"1",63944,"EDG1445","20101109",20101111,"63788149","EDG-1052","0"
"2",63944,2,"07024630",1,0,79.74
"2",63944,3,"07013669",1,0,79.75
"3",63944,32
"6",63944,"REP","WAREHOUSE"
"6",63944,"OPT4","INVOICE"
"1",63946,"EDG1450","20101109",20101111,"63788150","EDG-1052","0"
"2",63946,2,"082002",5,0,90.76
"2",63946,3,"1025731",1,0,96.25
"2",63946,4,"279015",1,0,162.24
"2",63946,5,"279017",1,0,272.25
"2",63946,6,"287016",1,0,294.25
"2",63946,7,"287017",2,0,382.25
"2",63946,9,"150480",1,0,382.25
"2",63946,10,"150680",1,0,481.25
"2",63946,11,"310480",1,0,382.25
"2",63946,12,"310680",1,0,492.25
"2",63946,13,"084020",2,0,90.76
"3",63946,32
"6",63946,"REP","WAREHOUSE"
"6",63946,"OPT4","INVOICE"
"1",63985,"EDG1580","20101109",20101111,"63788151","EDG-1052","0"
"2",63985,2,"279017",1,0,272.25
"2",63985,3,"150480",2,0,382.25
"2",63985,4,"150680",2,0,481.25
"2",63985,5,"300480",2,0,382.25
"2",63985,6,"310480",1,0,382.25
"2",63985,7,"310680",2,0,492.25
"2",63985,8,"160491276",1,0,310.75
"2",63985,9,"191479",2,0,206.25
"2",63985,10,"191288",2,0,272.24
"2",63985,11,"191289",2,0,327.25
"3",63985,32
"6",63985,"REP","WAREHOUSE"
"6",63985,"OPT4","INVOICE"
"1",63993,"EDG1650","20101109",20101111,"63788152","EDG-1052","0"
"2",63993,1,"153499176",2,0,333.01
"2",63993,3,"07024604",1,0,327.25
"2",63993,5,"38271476",1,0,279.00
"2",63993,6,"38271576",1,0,333.01
"2",63993,7,"57354276",1,0,333.01
"3",63993,32
"6",63993,"REP","WAREHOUSE"
"6",63993,"OPT4","INVOICE"
"1",63982,"EDG1660","20101109",20101111,"63788153","EDG-1052","0"
"2",63982,1,"082002",7,0,90.76
"2",63982,2,"286020",1,0,90.76
"2",63982,5,"1025932",1,0,107.25
"2",63982,6,"027012",1,0,107.25
"2",63982,7,"279017",2,0,272.25
"2",63982,8,"287016",1,0,294.25
"2",63982,10,"150480",2,0,382.25
"2",63982,11,"160480",1,0,382.25
"2",63982,12,"160680",1,0,481.25
"2",63982,13,"310480",4,0,382.25
"2",63982,14,"JL004A03",3,0,302.50
"2",63982,15,"191479",4,0,206.25
"2",63982,16,"191288",6,0,272.24
"2",63982,17,"191289",6,0,327.25
"2",63982,18,"10016283",2,0,299.74
"2",63982,19,"084020",1,0,90.76
"2",63982,20,"07024630",1,0,79.74
"2",63982,21,"07024631",1,0,107.25
"2",63982,23,"07024604",2,0,327.25
"2",63982,24,"07013669",1,0,79.75
"2",63982,27,"APRSBF010020",3,0,382.25
"3",63982,32
"6",63982,"REP","WAREHOUSE"
"6",63982,"OPT4","INVOICE"
"1",63984,"EDG1695","20101109",20101111,"63788155","EDG-1052","0"
"2",63984,2,"082002",1,0,90.76
"2",63984,3,"286020",1,0,90.76
"2",63984,4,"286016",2,0,294.25
"2",63984,5,"100680",2,0,481.25
"2",63984,6,"JLC30502",1,0,327.25
"2",63984,8,"JLB30602",1,0,382.25
"2",63984,9,"JLB30604",1,0,302.50
"2",63984,12,"130480",1,0,382.25
"2",63984,13,"JL003A02",1,0,327.25
"2",63984,14,"JL003A04",1,0,327.25
"2",63984,15,"1025932",4,0,107.25
"2",63984,16,"153501076",10,0,213.00
"2",63984,17,"153499076",1,0,279.00
"2",63984,18,"153499176",2,0,333.01
"2",63984,19,"170504577",1,0,327.25
"2",63984,20,"287016",1,0,294.25
"2",63984,21,"287017",1,0,382.25
"2",63984,23,"150480",1,0,382.25
"2",63984,24,"150680",2,0,481.25
"2",63984,25,"300480",2,0,382.25
"2",63984,26,"310480",8,0,382.25
"2",63984,27,"310680",2,0,492.25
"2",63984,28,"JL004A03",3,0,302.50
"2",63984,29,"JL004A02",4,0,382.24
"2",63984,31,"191288",1,0,272.24
"2",63984,32,"10016282",1,0,244.75
"2",63984,33,"10016283",2,0,299.74
"2",63984,35,"10016286",4,0,96.24
"2",63984,36,"084020",1,0,90.76
"2",63984,37,"084007",1,0,382.25
"2",63984,39,"071104212",1,0,327.25
"2",63984,40,"07024630",1,0,79.74
"2",63984,41,"07024631",1,0,107.25
"2",63984,43,"07024604",8,0,327.25
"2",63984,45,"38271476",4,0,279.00
"2",63984,46,"38271576",3,0,333.01
"2",63984,47,"APRSBF010020",1,0,382.25
"3",63984,32
"6",63984,"REP","WAREHOUSE"
"6",63984,"OPT4","INVOICE"
"1",63971,"EDG1705","20101109",20101111,"63788157","EDG-1052","0"
"2",63971,1,"071104212",2,0,327.25
"2",63971,3,"07024630",1,0,79.74
"2",63971,5,"07024604",6,0,327.25
"2",63971,6,"07013669",1,0,79.75
"3",63971,32
"6",63971,"REP","WAREHOUSE"
"6",63971,"OPT4","INVOICE"
"1",64001,"EDG1745","20101109",20101111,"63788158","EDG-1052","0"
"2",64001,1,"286020",1,0,90.76
"2",64001,2,"279017",1,0,272.25
"2",64001,3,"153499176",1,0,333.01
"2",64001,6,"07024630",1,0,79.74
"2",64001,7,"07013669",1,0,79.75
"2",64001,9,"57354176",2,0,279.00
"3",64001,32
"6",64001,"REP","WAREHOUSE"
"6",64001,"OPT4","INVOICE"
"1",63947,"EDG1760","20101109",20101111,"63788159","EDG-1052","0"
"2",63947,1,"286020",1,0,90.76
"2",63947,2,"1025731",1,0,96.25
"2",63947,3,"1025932",1,0,107.25
"2",63947,5,"084020",1,0,90.76
"2",63947,7,"07024630",1,0,79.74
"2",63947,8,"07024631",1,0,107.25
"2",63947,9,"07013669",1,0,79.75
"2",63947,10,"07013670",1,0,107.25
"3",63947,32
"6",63947,"REP","WAREHOUSE"
"6",63947,"OPT4","INVOICE"
"1",63942,"EDG1795","20101109",20101111,"63788161","EDG-1052","0"
"2",63942,1,"153499176",1,0,333.01
"2",63942,2,"191479",2,0,206.25
"2",63942,3,"191288",2,0,272.24
"2",63942,5,"071104212",1,0,327.25
"2",63942,7,"07024630",1,0,79.74
"2",63942,8,"07013669",1,0,79.75
"2",63942,9,"07013670",1,0,107.25
"3",63942,32
"6",63942,"REP","WAREHOUSE"
"6",63942,"OPT4","INVOICE"
"1",63952,"EDG1840","20101109",20101111,"63788163","EDG-1052","0"
"2",63952,2,"1025731",1,0,96.25
"2",63952,3,"150680",1,0,481.25
"2",63952,4,"160480",1,0,382.25
"2",63952,5,"191479",1,0,206.25
"2",63952,6,"191288",2,0,272.24
"2",63952,7,"191289",1,0,327.25
"2",63952,8,"10016283",1,0,299.74
"2",63952,9,"084020",1,0,90.76
"2",63952,11,"071104212",1,0,327.25
"2",63952,13,"07024604",2,0,327.25
"2",63952,14,"07013669",1,0,79.75
"2",63952,15,"38271576",1,0,333.01
"3",63952,32
"6",63952,"REP","WAREHOUSE"
"6",63952,"OPT4","INVOICE"
"1",63957,"EDG2110","20101109",20101111,"63788167","EDG-1052","0"
"2",63957,1,"082002",6,0,90.76
"2",63957,2,"286020",1,0,90.76
"2",63957,3,"170504577",1,0,327.25
"2",63957,4,"287016",1,0,294.25
"2",63957,6,"191288",1,0,272.24
"2",63957,7,"191289",2,0,327.25
"2",63957,8,"084020",1,0,90.76
"3",63957,32
"6",63957,"REP","WAREHOUSE"
"6",63957,"OPT4","INVOICE"
"1",63939,"EDG2185","20101109",20101111,"63788169","EDG-1052","0"
"2",63939,2,"286020",1,0,90.76
"2",63939,3,"279017",1,0,272.25
"3",63939,32
"6",63939,"REP","WAREHOUSE"
"6",63939,"OPT4","INVOICE"
"1",63948,"EDG2280","20101109",20101111,"63788170","EDG-1052","0"
"2",63948,2,"082002",12,0,90.76
"2",63948,3,"286020",1,0,90.76
"2",63948,4,"286017",1,0,382.25
"2",63948,5,"287017",3,0,382.25
"2",63948,8,"07024630",1,0,79.74
"2",63948,9,"07024604",1,0,327.25
"3",63948,32
"6",63948,"REP","WAREHOUSE"
"6",63948,"OPT4","INVOICE"
"1",63980,"EDG2540","20101109",20101111,"63788172","EDG-1052","0"
"2",63980,1,"286020",1,0,90.76
"2",63980,2,"287017",2,0,382.25
"2",63980,3,"150480",1,0,382.25
"2",63980,4,"150680",2,0,481.25
"2",63980,5,"160480",1,0,382.25
"2",63980,6,"160680",1,0,481.25
"2",63980,7,"310480",1,0,382.25
"2",63980,8,"310680",1,0,492.25
"3",63980,32
"6",63980,"REP","WAREHOUSE"
"6",63980,"OPT4","INVOICE"
"1",63953,"EDG2590","20101109",20101111,"63788173","EDG-1052","0"
"2",63953,2,"286020",1,0,90.76
"2",63953,3,"027009",3,0,217.25
"2",63953,5,"071104212",1,0,327.25
"2",63953,6,"07024630",1,0,79.74
"2",63953,8,"07024604",2,0,327.25
"2",63953,9,"07013669",1,0,79.75
"3",63953,32
"6",63953,"REP","WAREHOUSE"
"6",63953,"OPT4","INVOICE"
"1",63955,"EDG2615","20101109",20101111,"63788174","EDG-1052","0"
"2",63955,1,"286020",1,0,90.76
"2",63955,2,"286016",2,0,294.25
"2",63955,3,"100480",2,0,382.25
"2",63955,4,"110480",1,0,382.25
"2",63955,6,"JLC30502",1,0,327.25
"2",63955,8,"JLB30602",2,0,382.25
"2",63955,9,"JLB30604",1,0,302.50
"2",63955,11,"1025731",1,0,96.25
"2",63955,12,"1025932",1,0,107.25
"2",63955,13,"153499176",1,0,333.01
"2",63955,14,"287016",1,0,294.25
"2",63955,16,"150480",4,0,382.25
"2",63955,17,"150680",1,0,481.25
"2",63955,18,"160480",1,0,382.25
"2",63955,19,"300480",3,0,382.25
"2",63955,20,"300680",1,0,492.25
"2",63955,21,"160491276",3,0,310.75
"2",63955,22,"JL004A03",3,0,302.50
"2",63955,23,"JL004A02",4,0,382.24
"2",63955,24,"10016286",1,0,96.24
"2",63955,25,"084020",1,0,90.76
"2",63955,27,"07024630",1,0,79.74
"2",63955,28,"07013669",1,0,79.75
"3",63955,32
"6",63955,"REP","WAREHOUSE"
"6",63955,"OPT4","INVOICE"
"1",63998,"EDG2619","20101109",20101111,"63788175","EDG-1052","0"
"2",63998,1,"152467676",1,0,213.00
"2",63998,2,"152459376",1,0,333.01
"2",63998,3,"287016",1,0,294.25
"2",63998,4,"287017",4,0,382.25
"2",63998,5,"150480",1,0,382.25
"2",63998,6,"150680",1,0,481.25
"2",63998,7,"310480",1,0,382.25
"3",63998,32
"6",63998,"REP","WAREHOUSE"
"6",63998,"OPT4","INVOICE"
"1",63970,"EDG2620","20101109",20101111,"63788176","EDG-1052","0"
"2",63970,4,"286020",2,0,90.76
"2",63970,6,"JLC30502",1,0,327.25
"2",63970,8,"130480",1,0,382.25
"2",63970,9,"1025932",1,0,107.25
"2",63970,10,"279015",1,0,162.24
"2",63970,12,"150480",3,0,382.25
"2",63970,13,"150680",3,0,481.25
"2",63970,14,"160480",3,0,382.25
"2",63970,15,"160680",2,0,481.25
"2",63970,16,"310480",1,0,382.25
"2",63970,17,"10016286",2,0,96.24
"2",63970,18,"084020",1,0,90.76
"2",63970,20,"07024630",1,0,79.74
"2",63970,21,"07024631",2,0,107.25
"2",63970,22,"57354176",1,0,279.00
"2",63970,23,"APRSBF010021",1,0,519.75
"3",63970,32
"6",63970,"REP","WAREHOUSE"
"6",63970,"OPT4","INVOICE"
"1",63950,"EDG2645","20101109",20101111,"63788180","EDG-1052","0"
"2",63950,1,"082002",1,0,90.76
"2",63950,2,"286020",1,0,90.76
"2",63950,3,"287017",2,0,382.25
"2",63950,5,"191479",2,0,206.25
"2",63950,6,"071104212",1,0,327.25
"3",63950,32
"6",63950,"REP","WAREHOUSE"
"6",63950,"OPT4","INVOICE"
"1",64005,"EDG2690","20101109",20101111,"63788183","EDG-1052","0"
"2",64005,2,"082002",6,0,90.76
"2",64005,3,"286020",2,0,90.76
"2",64005,4,"279017",1,0,272.25
"2",64005,6,"07024630",1,0,79.74
"2",64005,8,"07013669",1,0,79.75
"3",64005,32
"6",64005,"REP","WAREHOUSE"
"6",64005,"OPT4","INVOICE"
"1",64004,"EDG2740","20101109",20101111,"63788185","EDG-1052","0"
"2",64004,1,"286017",1,0,382.25
"2",64004,3,"10016286",2,0,96.24
"2",64004,4,"084020",1,0,90.76
"2",64004,5,"084007",1,0,382.25
"2",64004,7,"071104212",2,0,327.25
"2",64004,8,"07024630",1,0,79.74
"2",64004,9,"07024604",2,0,327.25
"2",64004,10,"07013669",1,0,79.75
"2",64004,11,"38271476",2,0,279.00
"3",64004,32
"6",64004,"REP","WAREHOUSE"
"6",64004,"OPT4","INVOICE"
"1",63956,"EDG2890","20101109",20101111,"63788187","EDG-1052","0"
"2",63956,1,"286020",1,0,90.76
"2",63956,2,"286017",2,0,382.25
"2",63956,3,"287017",4,0,382.25
"2",63956,5,"084020",1,0,90.76
"2",63956,6,"084007",10,0,382.25
"2",63956,8,"07024630",1,0,79.74
"2",63956,9,"57354276",1,0,333.01
"3",63956,32
"6",63956,"REP","WAREHOUSE"
"6",63956,"OPT4","INVOICE"
"1",63968,"EDG3180","20101109",20101111,"63788191","EDG-1052","0"
"2",63968,2,"286020",1,0,90.76
"2",63968,3,"027009",1,0,217.25
"3",63968,32
"6",63968,"REP","WAREHOUSE"
"6",63968,"OPT4","INVOICE"
"1",64007,"EDG3248","20101109",20101111,"63788193","EDG-1052","0"
"2",64007,3,"300480",1,0,382.25
"2",64007,4,"300680",1,0,492.25
"2",64007,5,"310480",2,0,382.25
"2",64007,6,"310680",2,0,492.25
"2",64007,7,"084020",1,0,90.76
"3",64007,32
"6",64007,"REP","WAREHOUSE"
"6",64007,"OPT4","INVOICE"
"1",63958,"EDG3280","20101109",20101111,"63788195","EDG-1052","0"
"2",63958,1,"100480",2,0,382.25
"2",63958,2,"130480",1,0,382.25
"2",63958,3,"150680",1,0,481.25
"2",63958,4,"160480",1,0,382.25
"2",63958,5,"160680",1,0,481.25
"2",63958,6,"310480",1,0,382.25
"2",63958,7,"310680",2,0,492.25
"2",63958,8,"191289",2,0,327.25
"3",63958,32
"6",63958,"REP","WAREHOUSE"
"6",63958,"OPT4","INVOICE"
"1",63976,"EDG3350","20101109",20101111,"63788196","EDG-1052","0"
"2",63976,2,"082002",15,0,90.76
"2",63976,3,"APRSBF010024",1,0,360.25
"2",63976,4,"APRSBF010025",1,0,481.25
"2",63976,5,"APRSBF010026",1,0,673.75
"2",63976,6,"286020",3,0,90.76
"2",63976,7,"100480",1,0,382.25
"2",63976,8,"100680",2,0,481.25
"2",63976,10,"JL003A02",1,0,327.25
"2",63976,11,"1025731",1,0,96.25
"2",63976,12,"1025932",1,0,107.25
"2",63976,13,"153501076",4,0,213.00
"2",63976,14,"153499176",2,0,333.01
"2",63976,15,"287017",17,0,382.25
"2",63976,17,"150480",5,0,382.25
"2",63976,18,"150680",1,0,481.25
"2",63976,19,"300680",1,0,492.25
"2",63976,20,"310680",5,0,492.25
"2",63976,21,"160491276",4,0,310.75
"2",63976,22,"191479",4,0,206.25
"2",63976,23,"191288",5,0,272.24
"2",63976,24,"191289",5,0,327.25
"2",63976,26,"10016285",1,0,299.74
"2",63976,27,"10016286",3,0,96.24
"2",63976,28,"084020",1,0,90.76
"2",63976,29,"084007",5,0,382.25
"2",63976,30,"071104212",2,0,327.25
"2",63976,32,"07024630",1,0,79.74
"2",63976,33,"07024621",1,0,206.25
"2",63976,34,"07013669",1,0,79.75
"2",63976,36,"38271576",4,0,333.01
"2",63976,38,"APRSBF010020",1,0,382.25
"2",63976,39,"APRSBF010021",1,0,519.75
"3",63976,32
"6",63976,"REP","WAREHOUSE"
"6",63976,"OPT4","INVOICE"
"1",64006,"EDG3355","20101109",20101111,"63788197","EDG-1052","0"
"2",64006,1,"APRSBF010024",1,0,360.25
"2",64006,2,"286020",2,0,90.76
"2",64006,5,"JL003A02",1,0,327.25
"2",64006,6,"JL003A04",1,0,327.25
"2",64006,7,"1025731",1,0,96.25
"2",64006,8,"1025932",1,0,107.25
"2",64006,9,"027009",8,0,217.25
"2",64006,10,"153501076",2,0,213.00
"2",64006,11,"170504577",1,0,327.25
"2",64006,12,"170504677",1,0,382.25
"2",64006,14,"150480",1,0,382.25
"2",64006,15,"150680",1,0,481.25
"2",64006,16,"160480",1,0,382.25
"2",64006,17,"160680",1,0,481.25
"2",64006,18,"300480",1,0,382.25
"2",64006,19,"300680",2,0,492.25
"2",64006,20,"310480",1,0,382.25
"2",64006,21,"310680",6,0,492.25
"2",64006,22,"191479",4,0,206.25
"2",64006,23,"191288",5,0,272.24
"2",64006,24,"191289",5,0,327.25
"2",64006,25,"084020",2,0,90.76
"2",64006,26,"084007",2,0,382.25
"3",64006,32
"6",64006,"REP","WAREHOUSE"
"6",64006,"OPT4","INVOICE"
"1",63969,"EDG3380","20101109",20101111,"63788198","EDG-1052","0"
"2",63969,2,"082002",2,0,90.76
"2",63969,3,"286020",1,0,90.76
"2",63969,4,"1025546",1,0,299.75
"2",63969,5,"1025731",2,0,96.25
"2",63969,6,"1025932",1,0,107.25
"2",63969,7,"027009",1,0,217.25
"2",63969,8,"027012",1,0,107.25
"2",63969,9,"279015",1,0,162.24
"2",63969,10,"279017",1,0,272.25
"2",63969,11,"153501076",1,0,213.00
"2",63969,12,"153499076",1,0,279.00
"2",63969,13,"287016",1,0,294.25
"2",63969,15,"300480",1,0,382.25
"2",63969,16,"300680",1,0,492.25
"2",63969,17,"310480",2,0,382.25
"2",63969,18,"310680",2,0,492.25
"2",63969,19,"191479",2,0,206.25
"2",63969,20,"191288",2,0,272.24
"2",63969,21,"191289",2,0,327.25
"2",63969,22,"10016282",1,0,244.75
"2",63969,23,"10016283",2,0,299.74
"2",63969,25,"10016285",1,0,299.74
"2",63969,26,"10016286",2,0,96.24
"2",63969,27,"084020",1,0,90.76
"2",63969,28,"084007",1,0,382.25
"2",63969,30,"071104212",1,0,327.25
"2",63969,32,"07024604",2,0,327.25
"2",63969,33,"07013666",1,0,206.25
"2",63969,34,"07013669",1,0,79.75
"2",63969,36,"38271576",1,0,333.01
"3",63969,32
"6",63969,"REP","WAREHOUSE"
"6",63969,"OPT4","INVOICE"
"1",63996,"EDG3450","20101109",20101111,"63788200","EDG-1052","0"
"2",63996,2,"286020",1,0,90.76
"2",63996,3,"100480",1,0,382.25
"2",63996,4,"JLB30604",1,0,302.50
"2",63996,6,"150480",1,0,382.25
"2",63996,7,"150680",1,0,481.25
"2",63996,8,"160480",1,0,382.25
"2",63996,9,"160680",1,0,481.25
"2",63996,10,"310480",1,0,382.25
"2",63996,11,"310680",1,0,492.25
"2",63996,12,"191288",2,0,272.24
"2",63996,13,"191289",2,0,327.25
"3",63996,32
"6",63996,"REP","WAREHOUSE"
"6",63996,"OPT4","INVOICE"
